127.0.0.1 - - [06/May/2018:10:58:25 +0800] "GET / HTTP/1.1" 404 564 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [06/May/2018:10:58:26 +0800] "GET /favicon.ico HTTP/1.1" 404 564 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [06/May/2018:11:00:54 +0800] "GET /v2/movie/search?q=as&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:00:54 +0800] "GET /v2/movie/search?q=asd&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:00:55 +0800] "GET /v2/movie/search?q=a&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:03:02 +0800] "GET /v2/movie/search?q=s&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:03:02 +0800] "GET /v2/movie/search?q=sd&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:11:26 +0800] "GET /v2/movie/search?q=xc HTTP/1.1" 200 38963 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
127.0.0.1 - - [06/May/2018:11:11:51 +0800] "GET /v2/movie/search?q=s&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:11:51 +0800] "GET /v2/movie/search?q=sd&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
127.0.0.1 - - [06/May/2018:11:13:04 +0800] "GET /v2/movie/search?q=d&&start=0&&count=10 HTTP/1.1" 400 65 "https://servicewechat.com/wxec94f30261fdaeda/devtools/page-frame.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 wechatdevtools/1.02.1804120 MicroMessenger/6.5.7 Language/zh_CN webview/"
